cluster_index,residue_index,x,y
28,16,-60.983242,-72.730573
29,16,-92.971401,4.361348
0,3,-100.370962,36.920157
1,3,-106.325528,149.791649
2,3,-134.625815,18.328247
3,3,-55.244267,-34.310335
4,3,-65.090023,-23.25356
5,3,-65.637012,117.743241
6,3,-70.134076,-33.972401
7,3,-84.568069,2.368167
8,3,60.675958,41.105585
9,3,-140.368119,81.496397
10,3,142.129079,-111.876361
11,3,-94.835005,121.479955
12,3,-91.273389,100.614362
13,3,-101.319334,13.642362
14,3,-125.279084,114.467468
15,3,-101.688485,-86.931328
16,3,-72.08469,155.377884
17,3,-71.613912,-53.623317
18,3,-100.427024,-41.610919
19,3,-86.393615,76.194291
20,3,-64.980692,136.573034
21,3,-73.914163,-11.162913
22,3,-41.891989,-64.49176
23,3,-104.582334,-6.984432
24,3,-55.624207,-48.021503
25,3,-162.922005,150.579416
26,3,-64.025326,-41.791776
27,3,-88.055571,-179.054434
28,3,-137.606442,173.403354
29,3,-89.43949,-24.837317
0,6,-87.08815,-27.242278
1,6,-48.009434,-47.042979
2,6,-67.15037,-20.86835
3,6,-127.066954,-31.149293
4,6,53.697527,53.867175
5,6,-96.054071,134.904446
6,6,-122.935755,23.59211
7,6,-58.267531,-29.597587
8,6,-101.462979,-4.27978
9,6,-62.913405,-47.420047
10,6,-92.722188,-48.611747
11,6,-76.436791,-8.430016
12,6,-70.114808,-40.982877
13,6,-68.6985,-33.778714
14,6,-87.94443,110.24286
15,6,-112.498687,-112.423254
16,6,-56.780193,-57.277495
17,6,-59.780923,128.894344
18,6,152.385947,162.711567
19,6,-86.19515,165.716837
20,6,-59.8579,-40.031076
21,6,-58.151964,-77.181493
22,6,-155.490104,145.539597
23,6,-93.203088,70.672623
24,6,-68.839749,146.903955
25,6,72.828128,16.803666
26,6,-126.624973,152.62182
27,6,-125.597958,119.338937
28,6,54.030748,-105.32582
29,6,-92.03376,12.869604
0,2,-96.005235,118.227925
1,2,-66.948722,-27.625866
2,2,68.572722,13.665613
3,2,-123.397271,-22.542394
4,2,-100.736746,31.600881
5,2,-63.809123,-38.016871
6,2,-86.932066,-100.952573
7,2,-88.107487,-0.621934
8,2,-35.394874,-67.592071
9,2,-70.689384,-12.897252
10,2,-85.841469,66.8946
11,2,56.150982,39.838598
12,2,-162.935993,166.422982
13,2,-129.247547,18.949118
14,2,-61.080401,119.316752
15,2,-131.031169,165.382157
16,2,-138.930515,68.675476
17,2,-89.435071,-47.830964
18,2,-68.644446,137.168927
19,2,-138.876365,125.637901
20,2,-88.342042,96.679142
21,2,50.869289,63.836341
22,2,-90.355842,-21.879732
23,2,-118.37909,102.635497
24,2,-101.320672,11.457463
25,2,-105.878178,144.188982
26,2,-92.127989,-178.788166
27,2,-61.261797,-47.182114
28,2,106.872407,-122.69995
29,2,-77.206751,158.206251
0,5,-73.470433,-60.01175
1,5,55.482679,49.986767
2,5,-115.22633,164.146617
3,5,-59.335151,-91.941545
4,5,-59.234973,-31.888354
5,5,-83.402245,-41.789051
6,5,-57.929519,-51.083463
7,5,-64.907622,-38.51559
8,5,-89.029173,-3.696704
9,5,-99.674324,11.806229
10,5,-133.227553,104.608152
11,5,65.27467,20.921134
12,5,-72.877716,-33.429186
13,5,-120.008241,30.556631
14,5,-88.384075,-21.158999
15,5,-90.349982,112.302326
16,5,-69.683407,-11.474035
17,5,-66.545673,-44.851759
18,5,-68.188859,133.027674
19,5,-66.217352,-23.746309
20,5,-115.474265,-44.558351
21,5,-149.808138,150.644399
22,5,-58.02967,-43.066231
23,5,-28.471584,-63.535622
24,5,141.335903,-139.443339
25,5,-88.93741,70.359466
26,5,-122.482395,-10.697534
27,5,-113.956092,135.497511
28,5,-39.502474,-38.754155
29,5,-76.497914,155.810385
0,11,-103.172774,25.882618
1,11,-54.03335,-68.513737
2,11,-90.537778,-21.38878
3,11,-93.014343,-44.332101
4,11,70.736957,-127.742665
5,11,-122.511013,1.371741
6,11,-64.103969,-53.130317
7,11,-69.601848,-41.954758
8,11,-71.690697,-11.112644
9,11,-81.95613,79.946114
10,11,71.26769,10.767636
11,11,-93.90642,137.831483
12,11,-62.426836,-23.192698
13,11,-130.978699,88.011898
14,11,-93.177188,1.944556
15,11,-61.971324,-37.648956
16,11,-48.358303,-52.896113
17,11,-49.512823,-37.99888
18,11,-72.153825,153.181623
19,11,-63.010257,129.853316
20,11,132.644569,116.523342
21,11,-109.228372,166.121771
22,11,-96.741037,114.71968
23,11,-150.599838,151.07108
24,11,-124.68371,134.098866
25,11,-70.224617,-31.727407
26,11,-59.651949,-45.303706
27,11,-128.144499,-42.200269
28,11,-95.036065,-96.044624
29,11,55.923414,45.237436
0,1,-101.898247,-5.06586
1,1,80.653264,-95.146434
2,1,-60.584994,-25.877536
3,1,-77.775849,-64.225006
4,1,-121.614155,59.27691
5,1,-83.089279,-21.867366
6,1,-133.522193,-65.543793
7,1,-127.364887,117.516588
8,1,-57.623936,-51.271952
9,1,-89.958946,120.337005
10,1,-58.760493,-36.044974
11,1,-45.922261,-46.281939
12,1,-84.009742,83.999565
13,1,-70.486316,-31.647019
14,1,-59.585853,-43.451939
15,1,-150.312861,155.260459
16,1,60.482561,38.030668
17,1,-88.590764,-41.46811
18,1,-120.41461,145.927265
19,1,-86.970725,163.162032
20,1,-124.410489,17.082986
21,1,-67.610069,-39.077111
22,1,-94.928906,13.959856
23,1,-41.867656,-64.265407
24,1,-111.336995,-25.954994
25,1,-68.310436,138.882417
26,1,-78.135834,-3.738212
27,1,-67.615519,-16.527845
28,1,-68.23079,-46.47788
29,1,160.117461,136.913765
0,4,-64.677397,-27.573481
1,4,-77.90843,-15.142671
2,4,-111.995828,-143.741085
3,4,63.752986,36.024706
4,4,-91.999267,147.925983
5,4,-120.150391,91.767847
6,4,-90.114005,2.198012
7,4,-170.182168,154.562509
8,4,-133.792355,173.933322
9,4,-94.916585,170.352336
10,4,-91.71074,127.653777
11,4,-102.364619,109.82977
12,4,-79.157221,75.573455
13,4,-65.073015,135.715367
14,4,-126.032727,155.473875
15,4,-154.121702,162.706335
16,4,-128.810592,54.270634
17,4,-58.998436,-50.554379
18,4,-117.718515,12.998734
19,4,-61.696935,-40.390846
20,4,117.379205,160.935363
21,4,-123.97684,129.682275
22,4,-93.337137,-67.928526
23,4,68.183914,-86.943186
24,4,-111.112356,147.910301
25,4,-146.286642,118.882994
26,4,-75.947011,-38.587912
27,4,-63.135298,116.635562
28,4,-113.387089,-33.091604
29,4,-69.148965,156.821321
0,12,-52.5504,-47.974231
1,12,-94.863671,5.441762
2,12,-50.766604,-35.064152
3,12,-139.851361,145.657746
4,12,71.831877,3.663968
5,12,-69.454766,133.812039
6,12,-85.40207,-45.718807
7,12,-100.692725,-25.816165
8,12,-62.256942,-44.997136
9,12,-78.861364,-9.377333
10,12,-61.775161,-38.169283
11,12,-122.303717,132.375213
12,12,56.781548,51.665388
13,12,-99.333524,127.749468
14,12,-68.580762,-40.602189
15,12,-85.824524,101.118656
16,12,-76.695252,156.072787
17,12,-130.119639,93.712832
18,12,-115.625254,160.787462
19,12,66.701783,-152.285297
20,12,-63.549378,-27.837712
21,12,-71.496822,-34.089399
22,12,-72.378388,-21.644625
23,12,-127.449267,22.115454
24,12,-86.820782,66.029167
25,12,-46.999853,-63.429003
26,12,-99.470299,-79.285362
27,12,-158.889093,163.140448
28,12,-61.889007,-53.101958
29,12,171.472787,177.936305
0,8,59.082639,37.183499
1,8,-134.30395,124.673192
2,8,49.184134,-107.269139
3,8,156.987964,-41.489523
4,8,-129.762502,29.870364
5,8,-92.556153,171.148244
6,8,-91.181516,4.934794
7,8,-138.248561,161.575338
8,8,-162.228413,151.604491
9,8,-112.234659,142.753782
10,8,-70.081095,-39.604159
11,8,-138.354429,-28.186645
12,8,-131.304322,77.138613
13,8,-78.709358,-10.322905
14,8,-87.271704,82.580696
15,8,-67.588178,127.035098
16,8,-112.786996,-3.567768
17,8,-103.933711,115.803385
18,8,-64.657139,-20.467565
19,8,-55.486165,-36.93544
20,8,-74.176872,146.027737
21,8,62.350154,97.993913
22,8,-61.906226,-44.15177
23,8,-58.829977,-50.407582
24,8,-112.434005,-110.964415
25,8,-97.350748,25.28954
26,8,-56.602976,-60.973358
27,8,-89.92526,-55.380192
28,8,-93.455607,-26.614787
29,8,-68.683658,-30.808371
0,13,-128.93359,136.767558
1,13,-117.970727,-52.125781
2,13,-134.350122,112.481775
3,13,-110.23743,23.077819
4,13,-69.181675,143.221212
5,13,-107.767852,108.670332
6,13,-92.252517,-0.964654
7,13,78.965839,-89.811974
8,13,-88.615291,-25.284127
9,13,-61.966413,-69.107151
10,13,-58.192515,-51.993391
11,13,-87.129329,76.462561
12,13,-68.090115,-18.95191
13,13,-58.278009,-43.874431
14,13,-81.072973,110.968096
15,13,-58.229289,129.762516
16,13,-111.217514,131.047739
17,13,-121.832434,-8.701745
18,13,-161.112702,153.648753
19,13,-79.073845,160.359742
20,13,-97.568767,-173.29336
21,13,-96.438774,145.839634
22,13,-130.483989,71.935552
23,13,-140.635685,158.952613
24,13,-65.118573,-33.180468
25,13,62.544145,35.12766
26,13,132.137577,144.95216
27,13,-117.605257,156.452477
28,13,-88.626493,128.304147
29,13,-70.58465,-43.337308
0,18,-96.901513,6.653326
1,18,-137.463336,158.531273
2,18,-126.303462,4.12739
3,18,82.216251,5.134085
4,18,-116.404592,-50.232097
5,18,64.527768,-150.925365
6,18,-64.783607,-70.114679
7,18,-55.426463,-44.353664
8,18,-22.404035,-64.269888
9,18,-113.611816,111.813783
10,18,56.41612,43.641132
11,18,-98.296155,135.956541
12,18,-62.492932,-31.872869
13,18,-66.024502,-39.258175
14,18,-116.623937,154.224893
15,18,-68.042228,-19.491722
16,18,-82.513951,159.847792
17,18,-66.614774,-47.674813
18,18,-108.773358,26.077664
19,18,-158.661374,151.018748
20,18,-64.722319,136.95379
21,18,-133.562177,74.045418
22,18,-92.173615,81.81564
23,18,-109.810195,-14.165857
24,18,-85.633797,-31.740798
25,18,-129.202604,131.455843
26,18,-84.75467,-7.239692
27,18,-56.87965,-53.075252
28,18,-81.2203,117.198137
29,18,-112.151406,-137.018376
0,17,-92.035577,141.908491
1,17,-83.43391,-3.268022
2,17,-82.568668,165.059021
3,17,-149.456765,126.640204
4,17,-90.639971,79.094615
5,17,-113.189267,-22.98889
6,17,150.560647,-43.64872
7,17,-67.088386,135.880685
8,17,-110.887329,133.691008
9,17,-136.46345,157.694738
10,17,-103.427137,-90.499624
11,17,61.108815,37.993798
12,17,-64.84848,122.073731
13,17,-62.958512,-29.837555
14,17,-55.3126,-52.664027
15,17,-66.563281,-38.189551
16,17,-107.276126,17.37623
17,17,-71.911783,-18.75113
18,17,-110.566925,110.938105
19,17,-129.001278,126.135494
20,17,-119.902851,147.989764
21,17,-134.708474,77.197312
22,17,-108.253007,167.296973
23,17,-65.756574,148.799892
24,17,-70.653389,-48.058208
25,17,-57.088504,-43.615939
26,17,-159.080133,165.396637
27,17,-84.601291,103.325148
28,17,-91.791616,125.250534
29,17,38.79875,116.077713
0,14,-61.423693,-22.993209
1,14,-56.423681,-37.361958
2,14,-71.438383,100.780172
3,14,-86.170561,11.72978
4,14,-117.840202,134.070398
5,14,-57.010687,-46.589373
6,14,-84.37526,162.521374
7,14,-71.17956,141.811939
8,14,-55.457339,118.933579
9,14,-78.588847,-17.386795
10,14,-62.615261,150.268602
11,14,-63.619544,-14.737564
12,14,91.999602,100.744819
13,14,-54.736269,-29.577188
14,14,-73.416829,172.58899
15,14,-51.253296,130.404239
16,14,-78.242604,149.544369
17,14,-60.009728,136.762886
18,14,-54.502526,162.217362
19,14,-55.321988,143.971099
20,14,-43.952807,-58.091162
21,14,-69.298164,158.993758
22,14,-74.789567,-4.445179
23,14,-42.645212,-41.96972
24,14,-82.559509,-165.582623
25,14,-70.57265,-97.513723
26,14,-78.025342,69.988805
27,14,-73.525258,127.466807
28,14,-66.207462,-31.665662
29,14,-80.890648,46.497151
